Name,Link,Price_range
201. Comidaria Guerra,https://restaurantguru.com.br/Comidaria-Guerra-Belo-Horizonte,
202. A Granel,https://restaurantguru.com.br/A-Granel-Belo-Horizonte-5,Moderado (preço médio BRL 54-BRL 140)
203. Point do Frango Assado,https://restaurantguru.com.br/Point-do-Frango-Assado-Belo-Horizonte-2,
204. Comidas Fit e Low carb- Fit Point Gourmet Mangabeiras- - EVS Herbalife BH,https://restaurantguru.com.br/Herbalife-Mangabeiras-Belo-Horizonte,
205. Restaurante Casa Do Peixe,https://restaurantguru.com.br/Restaurante-casa-do-peixe-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
206. Sabor & Tal Kit Festa e Salgados ZAP 31975802020 entrega RÁPIDA,https://restaurantguru.com.br/Sabor-and-Tal-Salgados-e-Kit-Festa-Belo-Horizonte,
207. Babel Bar Restaurante,https://restaurantguru.com.br/Babel-Bar-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
208. Camaradería Gastrobar,https://restaurantguru.com.br/Camaraderia-Gastrobar-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
209. Nino,https://restaurantguru.com.br/Nino-Cucina-and-Vino-BH-Belo-Horizonte,Muito caro (preço médio mais de BRL 270)
210. Pizza Pezzi - Savassi,https://restaurantguru.com.br/Pizza-Pezzi-Belo-Horizonte-8,
211. Paladar Mineiro Restaurante,https://restaurantguru.com.br/Paladar-Mineiro-Belo-Horizonte-2,
212. Pizza Pezzi - Coração Eucarístico,https://restaurantguru.com.br/Pizza-Pezzi-Belo-Horizonte-6,
213. Restaurante FiChips Pampulha,https://restaurantguru.com.br/FiChips-Pampulha-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
214. Cantinho do Peixe,https://restaurantguru.com.br/Cantinho-do-Peixe-Belo-Horizonte,
215. Recanto do Surubim Padre Eustáquio,https://restaurantguru.com.br/Toca-do-Surubim-Padre-Eustaquio-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
216. Cachorro quente do Léo,https://restaurantguru.com.br/Cachorro-Quente-Do-Leo-Belo-Horizonte,
217. AREQUIPA CULINARIA PERUANA,https://restaurantguru.com.br/Arequipa-Culinaria-peruana-Belo-Horizonte-2,
218. Cabaña Restaurante Bh,https://restaurantguru.com.br/Cabana-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
219. Dona Flô,https://restaurantguru.com.br/Dona-Flo-Belo-Horizonte,
220. Ed Mais Bar e Restaurante,https://restaurantguru.com.br/ED-Mais-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
221. Restaurante Girassol,https://restaurantguru.com.br/Restaurante-Girassol-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
222. Restaurante do Gatão,https://restaurantguru.com.br/Restaurante-Gatao-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
223. Play Pizza,https://restaurantguru.com.br/Play-Pizza-Belo-Horizonte-3,
224. Cantina do Lucas,https://restaurantguru.com.br/Cantina-do-Lucas-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
225. Restaurante Gosto Bom,https://restaurantguru.com.br/Restaurante-Gosto-Bom-Belo-Horizonte-2,
226. Restaurante Novo Paladar,https://restaurantguru.com.br/Restaurante-Novo-Paladar-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
227. Marvel Burguer,https://restaurantguru.com.br/Marvel-Burguer-alimentos-Belo-Horizonte,
228. Marmitas da Simone,https://restaurantguru.com.br/Marmitas-da-Simone-Belo-Horizonte,
229. Pizza ao Ponto,https://restaurantguru.com.br/Pizza-ao-Ponto-Belo-Horizonte,
230. Curry Up! - Bistrô Indiano,https://restaurantguru.com.br/Bistro-Indiano-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
231. MARMITARIA SABORES DE MINAS,https://restaurantguru.com.br/MARMITARIA-SABORES-DE-MINAS-Belo-Horizonte,
232. Cia do Aipim,https://restaurantguru.com.br/Cia-do-Aipim-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
233. The Brother's Pizzaria,https://restaurantguru.com.br/The-Brothers-Pizzaria-Belo-Horizonte,
234. Casarão de Minas,https://restaurantguru.com.br/Casarao-de-Minas-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
235. PIZZA PREMIUM,https://restaurantguru.com.br/PIZZA-PREMIUM-Belo-Horizonte,
236. Paná Cervejaria Mineira,https://restaurantguru.com.br/Pana-Cervejaria-Mineira-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
237. Villeon Restaurante,https://restaurantguru.com.br/Villeon-Restaurante-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
238. Unsioutros Gastro Bar,https://restaurantguru.com.br/Unsioutros-Gastro-Music-Bar-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
239. Boizao 2 Churrascaria e Pizzaria Santa Terezinha,https://restaurantguru.com.br/Boizao-2-Churrascaria-e-Pizzaria-Santa-Terezinha-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
240. Pizzaria E Restaurante Do Índio,https://restaurantguru.com.br/Pizzaria-E-Restaurante-Do-Indio-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
241. Juveninha Restaurante,https://restaurantguru.com.br/Juveninha-Restaurante-Belo-Horizonte-3,Moderado (preço médio BRL 54-BRL 140)
242. Pizza Pezzi - Castelo,https://restaurantguru.com.br/Pizza-Pezzi-Castelo-Belo-Horizonte,
243. Minas Burguer BH,https://restaurantguru.com.br/Minas-Burguer-BH-Belo-Horizonte,Barato (preço médio até BRL 54)
244. Restaurante Outback Steakhouse,https://restaurantguru.com.br/Outback-Steakhouse-Belo-Horizonte-12,Caro (preço médio BRL 140-BRL 270)
245. A2 Bistrô,https://restaurantguru.com.br/A2-Bistro-Belo-Horizonte,
246. Paladiu Restaurante,https://restaurantguru.com.br/Restaurante-Paladiu-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
247. Cantina da Cláudia,https://restaurantguru.com.br/Cantina-da-Claudia-Belo-Horizonte-2,
248. Décio's Bar e Restaurante,https://restaurantguru.com.br/Decios-Bar-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
249. Restaurante Outback Steakhouse,https://restaurantguru.com.br/Outback-Steakhouse-Belo-Horizonte-14,Caro (preço médio BRL 140-BRL 270)
250. Cantinas Alegria,https://restaurantguru.com.br/ALEGRIA-CANTINAS-ESCOLARES-Belo-Horizonte,
251. Frango Frito BH - Alípio de Melo,https://restaurantguru.com.br/Frango-Frito-Frango-No-Balde-Belo-Horizonte,Barato (preço médio até BRL 54)
252. Couve e Flor restaurante LTDA,https://restaurantguru.com.br/Couve-and-Flor-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
253. PASTA LAB,https://restaurantguru.com.br/PASTA-LAB-Belo-Horizonte,Muito caro (preço médio mais de BRL 270)
254. Amantes do Açaí,https://restaurantguru.com.br/Amantes-do-Acai-Belo-Horizonte,
255. Churrasco do Bento,https://restaurantguru.com.br/Churrasco-do-bento-Belo-Horizonte,
256. THE BIG BURGUER - CALIFÓRNIA - HAMBURGUERIA ARTESANAL,https://restaurantguru.com.br/THE-BIG-BURGUER-CALIFORNIA-HAMBURGUERIA-ARTESANAL-Belo-Horizonte,
257. Restaurante Mandioca,https://restaurantguru.com.br/Restaurante-Mandioca-Belo-Horizonte,Barato (preço médio até BRL 54)
258. Sorveteria Almeida Caicara,https://restaurantguru.com.br/Sorveteria-Almeida-Caicara-Belo-Horizonte,Barato (preço médio até BRL 54)
259. Dudu's Hamburgueria,https://restaurantguru.com.br/Dudus-Hamburgueria-Belo-Horizonte,
260. SAL15 Burger and Shop,https://restaurantguru.com.br/SAL15-Burger-and-Shop-Prado-Belo-Horizonte,
261. Camaradería,https://restaurantguru.com.br/Camaraderia-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
262. Restaurante da Ana,https://restaurantguru.com.br/Restaurante-da-Ana-Belo-Horizonte-3,
263. Restaurante Bom Sabor,https://restaurantguru.com.br/Bom-Sabor-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
264. ZAIKA TANDOOR BURITIS,https://restaurantguru.com.br/ZAIKA-TANDOOR-BURITIS-Belo-Horizonte,
265. La Parmegiana,https://restaurantguru.com.br/La-Parmegiana-Belo-Horizonte,
"266. Assados do Gil - Restaurante, Pizzaria & Hamburgueria",https://restaurantguru.com.br/Assados-do-Gil-and-Hamburgueria-Belo-Horizonte,
267. Ah! Bon Café,https://restaurantguru.com.br/Ah-Bon-Belo-Horizonte-2,Caro (preço médio BRL 140-BRL 270)
268. Bar Aqui Tudo e Bom - Prado,https://restaurantguru.com.br/Bar-Aqui-Tudo-e-Bom-Prado-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
269. Barolio,https://restaurantguru.com.br/Barolio-Nova-Lima-2,Moderado (preço médio BRL 54-BRL 140)
270. CAPITANO FIORINI,https://restaurantguru.com.br/CAPITANO-FIORINI-Belo-Horizonte,
271. Top Burger Garage,https://restaurantguru.com.br/Top-Burger-Garage-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
272. Taim burguer,https://restaurantguru.com.br/Tain-burguer-Belo-Horizonte,
273. Tonsay Culinária Japonesa,https://restaurantguru.com.br/Taikan-Culinaria-Japonesa-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
274. Salgados Falcão,https://restaurantguru.com.br/Salgados-Falcao-Belo-Horizonte,
275. Bar e Restaurante do Jacaré,https://restaurantguru.com.br/Acai-Tche-Belo-Horizonte,
276. Mimito Maker,https://restaurantguru.com.br/Mimito-Maker-Belo-Horizonte,
277. Taberna Zocratto,https://restaurantguru.com.br/Taberna-Zocratto-Belo-Horizonte,
278. Sushi Meiyo Culinária Japonesa,https://restaurantguru.com.br/Sushi-Meiyo-Culinaria-Japonesa-Belo-Horizonte,
279. Kantim 212 Bar e Restaurante,https://restaurantguru.com.br/Kantim-212-Bar-e-Restaurante-Belo-Horizonte,
280. Taverna Ficker - Comida e Bebida Espaço Cultural Medieval,https://restaurantguru.com.br/Taverna-Ficker-Comida-e-Bebida-Espaco-Cultural-Medieval-Belo-Horizonte,
281. Sushi Hub Bh,https://restaurantguru.com.br/Sushi-Hub-Bh-Belo-Horizonte-2,
282. Ni Hao,https://restaurantguru.com.br/Ni-Hao-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
283. Espeto Santa Amélia,https://restaurantguru.com.br/Rota-85-Pub-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
284. Bar e restaurante da lora,https://restaurantguru.com.br/Espeto-Ponto-Lanche-Belo-Horizonte,
285. Quintal Bowls - Poke & Japa,https://restaurantguru.com.br/Quintal-Belo-Horizonte,
286. Benny Burguer,https://restaurantguru.com.br/Benny-Burguer-Belo-Horizonte,
287. Churrascaria Queiroz,https://restaurantguru.com.br/Churrascaria-Queiroz-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
288. Cipoeiro - BAR & restaurante,https://restaurantguru.com.br/Cipoeiro-bar-restaurante-and-armazem-Belo-Horizonte,
289. Andu Restaurante e Bar,https://restaurantguru.com.br/Andu-Restaurante-e-Bar-Belo-Horizonte,
290. Main Street Burgers & Steaks,https://restaurantguru.com.br/Main-Street-Burgers-and-Steaks-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
291. Biscoitim - Biscoiteria & Lanchonete - Av. do Contorno,https://restaurantguru.com.br/Biscoitim-Biscoiteria-and-Lanchonete-Av-do-Contorno-Belo-Horizonte,
292. Massas 100 - A Melhor Lasanha de Belo Horizonte,https://restaurantguru.com.br/Massas-100-A-Melhor-Lasanha-de-Belo-Horizonte-Belo-Horizonte,
293. Restaurante e Petisqueira Padre Rolim,https://restaurantguru.com.br/Petisqueira-Padre-Rolim-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
"294. Mana Poke Anchieta: Restaurante, Comida Havaiana, Delivery em Belo Horizonte MG",https://restaurantguru.com.br/Mana-Poke-Belo-Horizonte-Hawaiian-Food-Belo-Horizonte,
295. Restaurante Quintal Mineiro,https://restaurantguru.com.br/Restaurante-Quintal-Mineiro-Belo-Horizonte,
296. japan cozinha oriental,https://restaurantguru.com.br/Japan-Cozinha-Oriental-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
297. Arabito's,https://restaurantguru.com.br/Arabitos-Belo-Horizonte,
298. Bistro Bambuí,https://restaurantguru.com.br/Bambui-56-Belo-Horizonte,
299. Cida Lanches,https://restaurantguru.com.br/CIDA-Lanches-Belo-Horizonte-2,
300. Vila Mariana - Restaurante - Cafeteria - Sushi bar,https://restaurantguru.com.br/Vila-Mariana-Restaurante-Cafeteria-Sushi-bar-Belo-Horizonte,
301. Restaurante da Irene,https://restaurantguru.com.br/Restaurante-da-Irene-Belo-Horizonte,
302. Burger do Bê - Hamburgueria Artesanal,https://restaurantguru.com.br/Burger-do-Be-Hamburgueria-Artesanal-Belo-Horizonte,
303. Posto e Churrascaria Beija-flor Jardim Vitória,https://restaurantguru.com.br/Posto-e-Churrascaria-Beija-flor-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
304. Fogão a Lenha da Paloma,https://restaurantguru.com.br/Restaurante-Da-Marli-Belo-Horizonte,
305. Hamburgueria Sal da Terra,https://restaurantguru.com.br/Pizzaria-Sal-da-Terra-2-Belo-Horizonte,Barato (preço médio até BRL 54)
306. Donna Dê,https://restaurantguru.com.br/Donna-De-Belo-Horizonte,
307. Restaurante Cowboy,https://restaurantguru.com.br/Restaurante-Cawboy-Belo-Horizonte,
308. Yoshida Sushi,https://restaurantguru.com.br/Yoshida-Restaurante-Belo-Horizonte,
309. NAÇÕES BURGUER - Hamburgueria artesanal,https://restaurantguru.com.br/NACOES-BURGUER-Hamburgueria-artesanal-Belo-Horizonte,
310. Espasso Gourmet,https://restaurantguru.com.br/Espasso-Gourmet-Belo-Horizonte,
311. Grano 33,https://restaurantguru.com.br/Mercado-Grano-Nova-Lima,Moderado (preço médio BRL 54-BRL 140)
312. Restaurante Ramalhete,https://restaurantguru.com.br/Restaurante-Ramalhete-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
313. Sukioto Sushi,https://restaurantguru.com.br/Sukioto-sushi-Belo-Horizonte-3,Muito caro (preço médio mais de BRL 270)
314. Restaurante e Petisqueira Tirol,https://restaurantguru.com.br/Restaurante-e-Petisqueira-Tirol-Belo-Horizonte,
315. Quentinha Delivery - Tele entrega de marmitex. Céu Azul - BH.,https://restaurantguru.com.br/Quentinha-Delivery-Tele-entrega-de-marmitex-Ceu-Azul-BH-Belo-Horizonte,
316. Frango Assado BH,https://restaurantguru.com.br/Frango-Assado-BH-Belo-Horizonte,
317. Mel Doces Artes - Confeitaria Personalizada,https://restaurantguru.com.br/Confeitaria-Mel-Doces-Artes-Belo-Horizonte,
318. Brinco's Burguer,https://restaurantguru.com.br/Brincos-Burguer-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
319. Sabor e cheiro,https://restaurantguru.com.br/Restaurante-Sabor-Mineiro-Belo-Horizonte-5,Moderado (preço médio BRL 54-BRL 140)
320. Tiney Restaurante BAR,https://restaurantguru.com.br/Restaurante-e-churrascaria-varanda-mineira-Contagem,
321. Restaurante Donana,https://restaurantguru.com.br/Restaurante-Da-Ana-Belo-Horizonte,Barato (preço médio até BRL 54)
322. Nuboa Sushi,https://restaurantguru.com.br/Nuboa-Sushi-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
323. Mestre Churrasqueiro,https://restaurantguru.com.br/Mestre-Churrasqueiro-Belo-Horizonte-3,Moderado (preço médio BRL 54-BRL 140)
324. Boneca de Lili - Floresta,https://restaurantguru.com.br/Sabor-da-Terra-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
325. RESTAURANTE e PASTELARIA (LANABOIA),https://restaurantguru.com.br/LA-NA-BOIA-MARMITEX-RESTAURANTE-DELIVERY-TELE-ENTREGA-MARMITEX-TELE-ENTREGA-Belo-Horizonte,
326. La Carbonara Pizzaria e Restaurante,https://restaurantguru.com.br/Bar-Do-Miserento-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
327. Arena 7 BH,https://restaurantguru.com.br/Arena-7-Beach-Club-Belo-Horizonte,
328. Dàsos,https://restaurantguru.com.br/Dasos-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
329. Restaurante e Churrascaria do Rei,https://restaurantguru.com.br/Restaurante-do-REI-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
330. Nostra Casa,https://restaurantguru.com.br/Nostra-Casa-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
331. Pizza Pezzi - Pampulha,https://restaurantguru.com.br/Pizza-Pezzi-Belo-Horizonte-7,
332. Restaurante cantina de minas,https://restaurantguru.com.br/Restaurante-Cantina-De-Minas-Belo-Horizonte,
333. Padaria Minas Bahia + Restaurante - Pizzaria - Lanchonete,https://restaurantguru.com.br/Padaria-Central-dos-Paes-Restaurante-e-Pizzaria-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
334. Gulla Burguer - Hambúrgueria Artesanal e Sorveteria,https://restaurantguru.com.br/Gulla-Burguer-Hamburgueria-Artesanal-e-Sorveteria-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
335. Terra Média Experience,https://restaurantguru.com.br/Terra-Media-Experience-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
336. Sol e Neve Castelo,https://restaurantguru.com.br/Sol-e-Neve-Castelo-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
337. Frutos de Goiás Dona Clara,https://restaurantguru.com.br/Frutos-de-Goias-Dona-Clara-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
338. Frutos de Goias Santa Amelia,https://restaurantguru.com.br/Frutos-de-Goias-Santa-Amelia-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
339. Restaurante Do Nô,https://restaurantguru.com.br/Restaurante-Do-No-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
340. Restaurante Dona Faustina 2,https://restaurantguru.com.br/Dona-Faustina-2-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
341. Casarão Mineiro,https://restaurantguru.com.br/Casarao-Mineiro-Belo-Horizonte,
342. Best burgerBh sanduíche artesanal,https://restaurantguru.com.br/Santo-Burguer-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
343. Boneca de Lili - C. de Jesus,https://restaurantguru.com.br/Boneca-de-Lili-Belo-Horizonte,
344. No Espeto,https://restaurantguru.com.br/No-Espeto-Belo-Horizonte-4,
345. Marmitex Carangola,https://restaurantguru.com.br/Marmitex-Carangola-Belo-Horizonte,
346. ANAS' BURGUER,https://restaurantguru.com.br/ANAS-BURGUER-Belo-Horizonte,Barato (preço médio até BRL 54)
347. Marmitex da tia val,https://restaurantguru.com.br/Marmitex-da-tia-val-Belo-Horizonte,
348. Top Top Burguer's,https://restaurantguru.com.br/Top-Top-Burguers-Belo-Horizonte,
349. Restaurante do Padrin e Casa de Eventos,https://restaurantguru.com.br/Do-Padrin-Restaurante-e-Espetaria-Belo-Horizonte,
350. Sabor de Minas - Unidade Rua Leopoldina,https://restaurantguru.com.br/Sabor-De-Minas-Belo-Horizonte-19,Moderado (preço médio BRL 54-BRL 140)
351. Restaurante Castelos,https://restaurantguru.com.br/Castelos-Bar-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
352. Restaurante Varanda,https://restaurantguru.com.br/Restaurante-Varanda-Belo-Horizonte-5,
353. Restaurante Cantinho Da Deia,https://restaurantguru.com.br/Drea-Beer-Belo-Horizonte,
354. Restaurante França,https://restaurantguru.com.br/Restaurante-Franca-Belo-Horizonte,Barato (preço médio até BRL 54)
355. HAKUNA BATATA,https://restaurantguru.com.br/Hakuna-Batata-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
356. Vila Maloca,https://restaurantguru.com.br/Vila-Maloca-Belo-Horizonte,
357. Acarajé da patricia,https://restaurantguru.com.br/Acaraje-da-Patricia-Belo-Horizonte,
358. Coreu Burguer - Buritis,https://restaurantguru.com.br/Hmmm-Burguer-Buritis-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
359. Restaurante Tempero ️ Mineiro,https://restaurantguru.com.br/TemperoMineiro-Restaurante-Jardim-Riacho-das-Pedras-Marcone-Contagem,Barato (preço médio até BRL 54)
360. Leto Fine Pizza,https://restaurantguru.com.br/Leto-Fine-Pizza-Belo-Horizonte,
361. Nosso Cantinho,https://restaurantguru.com.br/Nosso-Cantinho-Belo-Horizonte,
362. Espetinho dos Amigos,https://restaurantguru.com.br/Espetinho-dos-Amigos-Belo-Horizonte-4,
363. Burger King,https://restaurantguru.com.br/Burger-King-Belo-Horizonte-9,Moderado (preço médio BRL 54-BRL 140)
364. Bejí Sushi Veg,https://restaurantguru.com.br/Beji-Sushi-Veg-Belo-Horizonte,
365. Doces Pinho,https://restaurantguru.com.br/Doces-Pinho-Belo-Horizonte,
366. Deus toma Conta,https://restaurantguru.com.br/Deus-Toma-Conta-Belo-Horizonte-2,Barato (preço médio até BRL 54)
367. Hot Dog Quero Sim,https://restaurantguru.com.br/Hot-Dog-Quero-Sim-Belo-Horizonte,
368. Restaurante Universitário Setorial II - UFMG,https://restaurantguru.com.br/Restaurante-Universitario-Setorial-II-UFMG-Belo-Horizonte,Barato (preço médio até BRL 54)
369. Bozzi's Restaurante,https://restaurantguru.com.br/Bozzis-Burguer-E-Restaurante-Belo-Horizonte,
370. Di Savoia,https://restaurantguru.com.br/Di-Savoia-Belo-Horizonte,
371. Casa de Eventos Bar e Restaurante Tamandaré,https://restaurantguru.com.br/Bar-Tamandare-Belo-Horizonte,
372. Minas Lanches & Restaurante 2,https://restaurantguru.com.br/Minas-lanches-and-Restaurante-2-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
373. Marmitex Restaurante Santa Amélia Empório 101,https://restaurantguru.com.br/Marmitex-santa-amelia-Emporio-101-Belo-Horizonte,
374. Julio's Bar,https://restaurantguru.com.br/Julios-Bar-E-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
375. Restaurante Trem Saboroso,https://restaurantguru.com.br/Restaurante-Trem-Saboroso-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
376. O Favoritto,https://restaurantguru.com.br/O-Favoritto-Belo-Horizonte,
377. Restaurante e Lanchonete Sabor & Arte Café,https://restaurantguru.com.br/Sabor-and-Arte-Cafe-Belo-Horizonte,
378. Bitts Açaí Burger - Unidade ll,https://restaurantguru.com.br/Bitts-Acai-Burger-Unidade-ll-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
379. Restaurante Trem Bão Cozinha Mineira,https://restaurantguru.com.br/TREM-BAO-COZINHA-MINEIRA-Belo-Horizonte,
380. Peixesqueira do lu,https://restaurantguru.com.br/Peixesqueira-do-lu-Belo-Horizonte,
381. Galeto Itália,https://restaurantguru.com.br/Galeto-Italia-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
382. Restaurante Tradição De Minas,https://restaurantguru.com.br/Tradicao-de-Minas-Belo-Horizonte-3,Barato (preço médio até BRL 54)
383. Restaurante Bom Sabor,https://restaurantguru.com.br/Restaurante-Bom-Sabor-Belo-Horizonte-3,Moderado (preço médio BRL 54-BRL 140)
384. Sabor Grelhados,https://restaurantguru.com.br/Sabor-Grelhado-Belo-Horizonte,Barato (preço médio até BRL 54)
385. 1999 Hambúrgueria & Bar,https://restaurantguru.com.br/1999-Burguer-Bar-Belo-Horizonte,
386. Ceará Restaurante Lanchonete e Mercearia,https://restaurantguru.com.br/Restaurante-E-Lanchonete-Ceara-Belo-Horizonte-2,
387. Canto de Minas,https://restaurantguru.com.br/Canto-de-Minas-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
388. Restaurante Dedo de Moça,https://restaurantguru.com.br/Restaurante-dedo-de-moca-Belo-Horizonte,
389. Espeto Castelo,https://restaurantguru.com.br/Espeto-Do-Manoel-3-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
390. Espetinho do Paulo,https://restaurantguru.com.br/Espetinho-do-Paulo-Belo-Horizonte,
391. Projeto Sabor Anchieta,https://restaurantguru.com.br/Projeto-Sabor-Anchieta-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
392. Marmitex Grajaú e Gutierrez,https://restaurantguru.com.br/Marmitex-Grajau-e-Gutierrez-Belo-Horizonte,
393. Hamburgueria Convik - hamburguer artesanal,https://restaurantguru.com.br/Chef-Charles-Rodrigues-Belo-Horizonte,
394. Luci's Restaurante,https://restaurantguru.com.br/Lucis-Restaurante-Belo-Horizonte,
395. Pizzaria Mio que ta teno,https://restaurantguru.com.br/Pizzaria-Mio-que-ta-teno-Belo-Horizonte,
396. Recanto do Bangalô,https://restaurantguru.com.br/Pesque-Pague-Bangalo-Belo-Horizonte,
397. Restaurante da Regina,https://restaurantguru.com.br/Restaurante-da-Regina-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
398. Nashy Sushi Prime,https://restaurantguru.com.br/Nashy-Sushi-Prime-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
399. Projeto Sabor,https://restaurantguru.com.br/Projeto-Sabor-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
400. Polpa Rica Sucos e Lanches,https://restaurantguru.com.br/Polpa-Rica-Sucos-e-Lanches-Belo-Horizonte,
401. Restaurante Tia Luzia,https://restaurantguru.com.br/Restaurante-Tia-Luzia-Belo-Horizonte,
402. Lá Ele Bar,https://restaurantguru.com.br/Acaraje-da-Ale-e-La-Ele-Bar-Belo-Horizonte,
403. CEVA Restaurante e Cervejaria,https://restaurantguru.com.br/CEVA-BEER-HOUSE-Belo-Horizonte,
404. Restaurante irmãos Vitor,https://restaurantguru.com.br/Restaurante-irmaos-Vitor-Belo-Horizonte,
405. Casa Mia Restaurante e Lanchonete Ltda.,https://restaurantguru.com.br/Casa-Mia-Restaurante-e-Lanchonete-Ltda-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
406. João da Pizza - Rodízio Da Pizza,https://restaurantguru.com.br/Caster-Da-Pizza-Belo-Horizonte,
407. Lêda Salgados BH,https://restaurantguru.com.br/Leda-Salgados-BH-Belo-Horizonte,
408. Pikerê Pizzaria Delivery em BH,https://restaurantguru.com.br/Pikere-Pizzaria-Delivery-em-BH-Belo-Horizonte,
409. Ideal Leve Marmita Saudável,https://restaurantguru.com.br/Ideal-Leve-Marmita-Saudavel-Belo-Horizonte,
410. Maximo Sabor Fit BH,https://restaurantguru.com.br/Maximo-Sabor-Fit-BH-Belo-Horizonte,
411. Bar dos amigos Restaurante,https://restaurantguru.com.br/Bar-dos-amigos-Restaurante-Belo-Horizonte,
412. Garagge Vintage,https://restaurantguru.com.br/Garagge-Vintage-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
413. Restaurante Via 1480,https://restaurantguru.com.br/Restaurante-Via-1480-Belo-Horizonte,
414. Leo da Quadra restaurante,https://restaurantguru.com.br/Restaurante-Leo-Belo-Horizonte,
415. La Castelle,https://restaurantguru.com.br/Parrilla-Castelo-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
416. Expresso Burguer Barreiro,https://restaurantguru.com.br/Expressoburguer-Belo-Horizonte,Barato (preço médio até BRL 54)
417. Kantina Vip,https://restaurantguru.com.br/Kantina-Vip-Belo-Horizonte,
418. O ponto do Frango,https://restaurantguru.com.br/Ponto-do-Frango-Belo-Horizonte-4,
419. Restaurante Oliva & Cia Savassi,https://restaurantguru.com.br/Oliva-and-Cia-Belo-Horizonte,
